1.855468750000000000e-02,1.855468750000000000e-02,1.855468750000000000e-02,1.757812500000000000e-02,1.855468750000000000e-02,1.953125000000000000e-02,1.855468750000000000e-02,1.855468750000000000e-02,1.855468750000000000e-02,1.953125000000000000e-02,1.757812500000000000e-02,1.757812500000000000e-02,1.757812500000000000e-02,1.757812500000000000e-02,1.855468750000000000e-02,1.757812500000000000e-02,1.757812500000000000e-02,1.757812500000000000e-02,1.757812500000000000e-02,1.855468750000000000e-02,1.855468750000000000e-02,1.855468750000000000e-02,1.855468750000000000e-02,1.757812500000000000e-02,1.953125000000000000e-02,1.757812500000000000e-02,1.757812500000000000e-02,1.855468750000000000e-02,1.562500000000000000e-02
-1.005859375000000000e-01,-9.960937500000000000e-02,-9.863281250000000000e-02,-9.765625000000000000e-02,-9.863281250000000000e-02,-9.863281250000000000e-02,-9.765625000000000000e-02,-9.863281250000000000e-02,-9.863281250000000000e-02,-9.863281250000000000e-02,-9.863281250000000000e-02,-9.960937500000000000e-02,-9.765625000000000000e-02,-9.863281250000000000e-02,-9.765625000000000000e-02,-9.765625000000000000e-02,-9.863281250000000000e-02,-1.005859375000000000e-01,-9.863281250000000000e-02,-9.765625000000000000e-02,-9.960937500000000000e-02,-9.863281250000000000e-02,-9.863281250000000000e-02,-9.960937500000000000e-02,-9.765625000000000000e-02,-9.960937500000000000e-02,-9.765625000000000000e-02,-9.863281250000000000e-02,-9.960937500000000000e-02
-7.812500000000000000e-02,-7.910156250000000000e-02,-8.007812500000000000e-02,-7.812500000000000000e-02,-7.910156250000000000e-02,-7.812500000000000000e-02,-7.910156250000000000e-02,-7.714843750000000000e-02,-7.910156250000000000e-02,-7.910156250000000000e-02,-7.812500000000000000e-02,-8.007812500000000000e-02,-7.617187500000000000e-02,-7.910156250000000000e-02,-7.910156250000000000e-02,-7.910156250000000000e-02,-7.812500000000000000e-02,-7.812500000000000000e-02,-7.812500000000000000e-02,-7.714843750000000000e-02,-7.812500000000000000e-02,-7.812500000000000000e-02,-7.812500000000000000e-02,-7.812500000000000000e-02,-7.812500000000000000e-02,-7.617187500000000000e-02,-7.617187500000000000e-02,-8.007812500000000000e-02,-7.812500000000000000e-02
-2.929687500000000000e-02,-3.320312500000000000e-02,-3.125000000000000000e-02,-2.832031250000000000e-02,-3.125000000000000000e-02,-3.320312500000000000e-02,-3.125000000000000000e-02,-3.222656250000000000e-02,-2.929687500000000000e-02,-3.125000000000000000e-02,-2.929687500000000000e-02,-3.027343750000000000e-02,-3.027343750000000000e-02,-3.125000000000000000e-02,-3.222656250000000000e-02,-3.027343750000000000e-02,-2.929687500000000000e-02,-2.929687500000000000e-02,-2.832031250000000000e-02,-3.222656250000000000e-02,-2.734375000000000000e-02,-3.125000000000000000e-02,-2.929687500000000000e-02,-2.929687500000000000e-02,-3.027343750000000000e-02,-3.027343750000000000e-02,-2.929687500000000000e-02,-3.222656250000000000e-02,-2.734375000000000000e-02
-3.710937500000000000e-02,-3.710937500000000000e-02,-3.710937500000000000e-02,-3.906250000000000000e-02,-4.003906250000000000e-02,-3.710937500000000000e-02,-3.808593750000000000e-02,-3.710937500000000000e-02,-3.808593750000000000e-02,-3.710937500000000000e-02,-3.906250000000000000e-02,-3.710937500000000000e-02,-3.710937500000000000e-02,-3.710937500000000000e-02,-3.710937500000000000e-02,-3.808593750000000000e-02,-3.710937500000000000e-02,-3.808593750000000000e-02,-3.808593750000000000e-02,-3.710937500000000000e-02,-3.906250000000000000e-02,-3.710937500000000000e-02,-3.613281250000000000e-02,-3.808593750000000000e-02,-3.613281250000000000e-02,-3.808593750000000000e-02,-4.003906250000000000e-02,-3.808593750000000000e-02,-3.906250000000000000e-02
-4.414062500000000000e-01,-4.218750000000000000e-01,-4.267578125000000000e-01,-4.306640625000000000e-01,-4.267578125000000000e-01,-4.208984375000000000e-01,-4.179687500000000000e-01,-4.238281250000000000e-01,-4.316406250000000000e-01,-4.160156250000000000e-01,-4.277343750000000000e-01,-4.257812500000000000e-01,-4.277343750000000000e-01,-4.296875000000000000e-01,-4.218750000000000000e-01,-4.277343750000000000e-01,-4.306640625000000000e-01,-4.355468750000000000e-01,-4.316406250000000000e-01,-4.238281250000000000e-01,-4.394531250000000000e-01,-4.248046875000000000e-01,-4.306640625000000000e-01,-4.345703125000000000e-01,-4.238281250000000000e-01,-4.296875000000000000e-01,-4.404296875000000000e-01,-4.140625000000000000e-01,-4.433593750000000000e-01
-9.960937500000000000e-02,-1.005859375000000000e-01,-9.863281250000000000e-02,-9.765625000000000000e-02,-9.960937500000000000e-02,-9.960937500000000000e-02,-9.765625000000000000e-02,-9.765625000000000000e-02,-9.863281250000000000e-02,-9.667968750000000000e-02,-9.863281250000000000e-02,-9.863281250000000000e-02,-9.960937500000000000e-02,-9.863281250000000000e-02,-9.863281250000000000e-02,-9.863281250000000000e-02,-9.960937500000000000e-02,-9.765625000000000000e-02,-9.765625000000000000e-02,-9.863281250000000000e-02,-9.863281250000000000e-02,-9.765625000000000000e-02,-9.863281250000000000e-02,-9.863281250000000000e-02,-9.765625000000000000e-02,-9.667968750000000000e-02,-9.667968750000000000e-02,-9.765625000000000000e-02,-9.863281250000000000e-02
-2.539062500000000000e-02,-3.027343750000000000e-02,-3.027343750000000000e-02,-2.734375000000000000e-02,-3.027343750000000000e-02,-3.222656250000000000e-02,-3.320312500000000000e-02,-3.222656250000000000e-02,-2.636718750000000000e-02,-3.222656250000000000e-02,-2.636718750000000000e-02,-2.832031250000000000e-02,-2.832031250000000000e-02,-2.832031250000000000e-02,-2.929687500000000000e-02,-2.832031250000000000e-02,-2.929687500000000000e-02,-2.636718750000000000e-02,-2.636718750000000000e-02,-3.222656250000000000e-02,-2.343750000000000000e-02,-3.027343750000000000e-02,-2.832031250000000000e-02,-2.636718750000000000e-02,-2.929687500000000000e-02,-2.636718750000000000e-02,-2.636718750000000000e-02,-3.320312500000000000e-02,-2.343750000000000000e-02
-5.273437500000000000e-02,-5.078125000000000000e-02,-5.078125000000000000e-02,-4.980468750000000000e-02,-5.175781250000000000e-02,-5.078125000000000000e-02,-4.882812500000000000e-02,-5.078125000000000000e-02,-5.175781250000000000e-02,-4.980468750000000000e-02,-5.078125000000000000e-02,-4.882812500000000000e-02,-5.175781250000000000e-02,-5.175781250000000000e-02,-4.980468750000000000e-02,-5.078125000000000000e-02,-5.078125000000000000e-02,-5.175781250000000000e-02,-5.078125000000000000e-02,-4.980468750000000000e-02,-5.175781250000000000e-02,-4.882812500000000000e-02,-5.078125000000000000e-02,-5.078125000000000000e-02,-5.078125000000000000e-02,-4.980468750000000000e-02,-5.273437500000000000e-02,-4.882812500000000000e-02,-5.371093750000000000e-02
-1.533203125000000000e-01,-1.474609375000000000e-01,-1.474609375000000000e-01,-1.474609375000000000e-01,-1.474609375000000000e-01,-1.464843750000000000e-01,-1.455078125000000000e-01,-1.464843750000000000e-01,-1.484375000000000000e-01,-1.435546875000000000e-01,-1.464843750000000000e-01,-1.474609375000000000e-01,-1.464843750000000000e-01,-1.464843750000000000e-01,-1.474609375000000000e-01,-1.464843750000000000e-01,-1.484375000000000000e-01,-1.484375000000000000e-01,-1.503906250000000000e-01,-1.474609375000000000e-01,-1.503906250000000000e-01,-1.474609375000000000e-01,-1.474609375000000000e-01,-1.494140625000000000e-01,-1.474609375000000000e-01,-1.484375000000000000e-01,-1.494140625000000000e-01,-1.464843750000000000e-01,-1.503906250000000000e-01
